product,title,rating,body,date,purchase,helpful
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Pretty easy to replace,3.0,"Pretty easy to replace, but it freaks me out that on the packaging it says there may be carbon dust in the first 3 fillings. Worse yet, I doubt the people that use these bother to read the instructions, meaning if I am using a friend's Brita, I may be drinking carbon dust","September 3, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Nothing beats Brita.,"September 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Excellent,"September 1, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good investment,5.0,Just used one now and it is working quite okay.  it saves us money because we do not have to buy bottled water.  It also reduced waste because we do not use bottled water anymore.,"September 1, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,good,"August 31, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,good buy,"August 31, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Much easier to use than the older model filters but works just as well.,"August 31, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Just the Filter I Needed,5.0,Easy to use - easy to change and great to filter the water.,"August 31, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",It filters water...,5.0,What else can I say?It has some technological research behind it and the water that it filters tastes good.I cannot really think of much else to say.,"August 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Redesigned Filters a Disaster,1.0,"I have been happily using Britta pitchers for decades. However, I recently bought my first pack of the redesigned replacement filters and am VERY dissatisfied with their quality.I was delighted to read that they no longer require soaking, but I noticed right away that the filters do not fit snugly into the pitcher system, as the old ones did. I have both a classic full-sized round pitcher and a square ""fridge door"" model, and this was the same on both. The filter fits loosely into the slots, and it is obvious that water can go around, rather than through, the filter into the tank.I went ahead and tried the filter, but it is clearly the case that the water is not being properly filtered. I can distinctly smell and taste the metals from my old pipes in my filtered water.I am pretty shocked that a company with the sterling reputation of Brita would put such an inferior product on the market. There is no way I will continue to use this inferior product.","August 28, 2016",Not Verified,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Happy,5.0,"Good deal, works well with my oval pitcher","August 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",These replacement filters work great a last longer than the little timer says they ...,4.0,Brita is a life saver living in a city with awful tasting water. These replacement filters work great a last longer than the little timer says they do. i keep them in until the water tastes like tap water then replace them. I have had no issues with these filters losing the carbon inside like i did with older brita filters,"August 24, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Everything is fine,"August 24, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",make the tap water better,5.0,"The replacement filter has a newer design than them I have previously bought. You no longer need to do a pre-soaking before using it and it is easier to install, very convenient. Filtered water is so pure and clear that can really eliminate the smell of tab water and some harmful substances, no black flecks in the water anymore.Considering the taste, the filter helps to improve the taste of the tap water and the water is crystal clear with a clean and fresh taste. Significantly, by using it to transfer the tap water into more pure drinking water, it also is an economic and eco-friendly life style compared with the bottle water.Altogether, with the great filter, I can drink the water that is healthier. This is a happy purchase and I will order it again if the filters need to be replaced again for several months. these 3 pks can last really long.","August 24, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Had brita water filters before and was exactly as expected.,"August 23, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,FILTERS BE FILTERING,"August 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,"It filters well, but the carbon particles come out sometimes. It's edible, so I'm not worried.","August 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good product,5.0,Works great!,"August 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,great price,"August 21, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Filters your water without much fuss,4.0,"These fit all Brita water pitchers. I had one that leaked a little, but most have done great. They fit, and the water tastes great after going through the filter. Recommended product.","August 20, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Excellent filter. Water tastes very good,5.0,Excellent filter.  Water tastes very good.,"August 20, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Good.,"August 19, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,great product right here. ive been using brita products for many years. A+,"August 19, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",works like a champ,5.0,"Prompt, works like a champ...seldom disappoints","August 19, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Filters,4.0,"I ordered the original Britta for my original Britta filter system, but got these instead. I did not pitch a fit, too much trouble, and funny how a complaint can get political in a heart beat, so I wrapped the filter in landscape tape, added an o ring and it works well. Be careful you order the right filter for your system, or get creative, too.","August 18, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,arrived as advertised,"August 17, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Fantastic!,5.0,I use Brita filters all the time and would recommend this purchase to anyone. The new and improved filter makes for great tasting filtered water and only has to be rinsed for a few seconds. I give it the thumbs up.,"August 17, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,worked as expected,"August 17, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,I have ordered these filters from Amazon before. No problems.,"August 17, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Does the job.,"August 16, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,thumb up,"August 16, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Good buy.,"August 16, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",I like the redesign,4.0,I like the redesign. I see less charcoal Particles with these. But they tend to fall out of place when tipped over too much. It does the job and tastes better than straight tap. Help save the environment and reduce use of plastic bottles.,"August 15, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",A Good Option for Brita Pitcher Filters,4.0,"The filters are working fine for improving the taste of city water, and I haven't noticed much carbon residue if any in my water. I don't think the Brita pitcher is a very robust water cleaning system, but it does seem to work as advertised.Even though the style of this filter looks different from what I had been buying previously--the shape of the top has changed--it fits my pitcher the same as my previous filters.","August 15, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Right product for my Britain filter pot,"August 14, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",is what it appears to be,5.0,is what it appears to be. better than a politician i guess...,"August 13, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Nice Works well.,"August 13, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",We bought these replacement filters for use with our Brits ...,4.0,We bought these replacement filters for use with our Brits water pitcher. They fit tightly and seem to be working well.,"August 13, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great price and makes it handy having the replacements handy,5.0,Great price and makes it handy having the replacements handy. When I put the last one in I order another pack.,"August 13, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,GREAT,"August 13, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count","Great product, perfect price!",5.0,"Great product, perfect price!","August 12, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Good!,"August 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count","Nothing wrong with these filters; however, I have ...",5.0,"Nothing wrong with these filters; however, I have not tested any of water filters to see if it really makes any difference. By the way, I use it!","August 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Carbon Laden,1.0,"Carbon dust in these, not the non-carbon advanced design as the item title leads you to believe.","August 10, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,do their job.,"August 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Wish I didn't have to replace these filters so often. But they do what they describe!,"August 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,The Brita Filters are excellent.,"August 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Recommend,4.0,Can't go wrong,"August 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Very Good.,5.0,"Great filters, they do a great job at filtering out impurities. Will order again.","August 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,"Great product, fast service. Thank you!","August 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",thney work,5.0,make tap water taste good,"August 8, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",works well,5.0,Works well,"August 8, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Redesign Works Better; No Charcoal Floaties and Easier to Remove,4.0,"I like the new design. It is much easier to place in pitcher and remove than the previous. Plus I noticed the problem of charcoal floating around has decreased quite a bit. In fact, I don't think there was any when using this filter. I do wish, though, they enclosed a new date sticker for the pitcher with the package like they used to.The only downside to the Brita filters is the price. If you can catch it on a price break (like I did this time), then go for it, as otherwise they can be pricey. I have purchased the 
Mavea 107007 Classic Fit Water Replacement Filter, 4-Pack
 water filters for this pitcher and they worked just fine. But they too vary on price. Probably best advice is to start checking for pricing when you put in your last filter. Usually you can score a deal before you run out.","August 7, 2016",Not Verified,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,It was easy to replace and the water tastes great,"August 7, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Solved the problem. They were needed,"August 6, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great Product!,5.0,Great Product!,"August 6, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,"Great packaging, product is just as described, a great price for 3 filters.","August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Works like filters should.,"August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good filters,5.0,Works well and a better price than purchasing them in stores.,"August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good service,5.0,"Expected and received a good product (as advertised) and quick, on time delivery, again as advertised!","August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good Filters,4.0,Good price for factory filters! Better than our tap water!,"August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Great price for three filters!,"August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",love that this filter can fit most Brita's now,5.0,For my new Brita filter...love that this filter can fit most Brita's now. Whoever had that idea was smart.,"August 4, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Must have!,"August 3, 2016",Not Verified,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",I Won't Drink Straight Tap Water Again,5.0,I have used Brita Filters for some time now because the chlorine taste in my drinking water is so strong.  This does a great job in removing it.,"August 3, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Exactly as promised and I would buy this product and from this seller again... Thanks!,"August 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Perfect.,"August 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,good filters,"August 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Great!,"August 2, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Am going to a sink filter for I am getting tired of having to cool water in fridge before pouring it into filter container,1.0,"My filter keeps popping up and have found that by cooling the whole container down, the material around the filter contracts slightly and makes it stay in place.  Am going to a sink filter for I am getting tired of having to cool water in fridge before pouring it into filter container.","August 1, 2016",Not Verified,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,"Product shipped on-time, and works perfectly.","July 30, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Product Arrived as Advertised,4.0,Product arrived as advertised. The only reason I didn't give this 5 stars is that it's difficult to believe the price of manufacturing hasn't decreased over the years. This product remains at a rather constant price over the years.,"July 30, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Necessary item,5.0,"If you have a Brita, you need filters, obviously. Fairly priced","July 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Push the filter in tight,5.0,I bought these to replace old filters.  They work just fine. My only issue that I've had so far is that the filter can sometimes out of its holder and fall into the water holding tank. Other than that they work.,"July 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,fits and works,"July 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",work as designed,5.0,re-stock ran out,"July 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Best product and good value.,"July 29, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Better price on here than I can find in stores. They work very well.,"July 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",VERY Good,5.0,They work beautifully!,"July 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,working great so far!,"July 27, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,works as described.,"July 26, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,great price!,"July 26, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Works fine.,4.0,Better value as a multi-pack.,"July 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Working so far,"July 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Thanks,"July 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",BEST AROUND!,5.0,The best you can get!,"July 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,bang for the buck,"July 25, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Excellent product. We've been using Brita filters for years.,"July 23, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",They do their job quite well!! I'll order them again when I need more!,5.0,Came out of the box in perfect condition.Setup was very easy.,"July 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Awesome!,5.0,Super nice and quick to filter!,"July 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good. Tough to recycle.,4.0,Brita filters work well enough. I just wish we had better recycling options. Brita could help by providing information on how to recycle once you switch out the cartridges.,"July 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Superb taste,5.0,Makes the bad water at Linfield college taste very good! An excellent filter!,"July 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Got extra when I got the Brita water filter.,"July 22, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Don't waste your money,1.0,"I inserted the first one and in two months the water began tasting ""dirty"".  Even though they're supposed to last three months, I went ahead and changed it.  The second one has lasted just three weeks and the waterwater is already getting that dirty taste.  Total waste of money.","July 21, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",good value,5.0,good value,"July 21, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Love them!,5.0,Seem to be the cheapest I can find these filters. Love them!,"July 21, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",I never says what chemicals it removes so you just aren't sure if it was a good value. You certainly do save on a 3 ...,4.0,The only drawback is the cost of name brand filters.I never says what chemicals it removes so you just aren't sure if it was a good value.You certainly do save on a 3 pack offer.,"July 20, 2016",Not Verified,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",No more horrible acidic taste!,5.0,"works as I expected, have always used a Britta with excellent results!","July 19, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,I get nice clean water for free,"July 19, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count","the filter design before this one tasted great, this one you can taste that its not ...",1.0,"theres something wrong with this new design, the filter design before this one tasted great, this one you can taste that its not filtering correctly, seems like the company is trying to save money by making a cheaper filter and selling it to you at the same price, get a ZEROWATER instead.","July 19, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Works with my Brita,5.0,"I use these with my Brita pitcher. As a college student, this is a lifesaver for being able to get clean water in a dorm room without wasting hundreds of plastic bottles a month.  The button on the top of the filter allows for easy installation and replacement. Brita guarantees that Brita brand filters will work in any of their products, and in my experience, this has been the case. The filter uses activated carbon to filter the water.I purchased a three pack for $12 with Prime shipping versus my local store price of $25 dollars for three. They arrived individually wrapped and unharmed in a box. When opened, the filters can be moist because packaged in a way so that they are ready for immediate use.Note: on the instructions that the first one or two pitchers of water should be used to water plants or similar to allow the filter to begin functioning properly. I drank the first few pitchers despite this warning, and the water tasted fine without any carbon residue.","July 19, 2016",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Works great!,"July 18, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Economical,5.0,Love these....not expensive...easy to use...We love our Brita System and so glad we finally bought it.,"July 18, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",but it is obvious they will be perfect.,5.0,Have not used these yet. but it is obvious they will be perfect.,"July 18, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Four Stars,4.0,Use Brita every day,"July 15, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Filter much faster,5.0,Water fills way faster with these and now i don't need to leave my pitcher sitting in the sink as long so that I can really fill it.,"July 15, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,"works well, removing chlorine taste","July 15, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,improved product handling.,"July 15, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Good,"July 14, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great product & on time delivery,5.0,As expected. Great product & on time delivery! 👍🏾,"July 14, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,satisfied,"July 14, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",A great deal from Brita,5.0,A great deal for my Brita Water filter. Can't pass these up!,"July 14, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,perfect,"July 13, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,great,"July 12, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",great water for pennies,5.0,"sparkling water for pennies, why on earth do people pay outrageous prices for bottled water??? a Brita  filter gives you perfect water at a  fraction of the price and  why fight traffic and pay for gas?? come on people, Its much cheaper and you can relax at home while dummies lug heavy cases of over priced water to their cars .......","July 12, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Disappointing,2.0,"Not nearly as good as the original filters, in my opinion. There's a noticeable taste disparity.","July 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,work good.,"July 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Perfect,"July 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Excellent filtration,5.0,Much better filters than the previous version.,"July 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Wonderful Filters,5.0,Britta filters are the best in my opinion. I love the teste of the water and am grateful to get so many of the impurities fltered out.,"July 11, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Money Saver!,5.0,Perfect fit. Save yourself some time an money and but these filters in bulk from amazon. I live in Chicago and this cleans that out pipe flavor and chlorine taste right out.,"July 10, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",... ago and the first two filters I used worked great. But the third filter was the wrong size,1.0,I bought this a while ago and the first two filters I used worked great. But the third filter was the wrong size. I am not sure what happened but it was very disappointing that I paid for 3 filters and one was for another type of Britta pitcher.,"July 10, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,great price,"July 10, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,Excellent deal for water filter source for at least nine months.,"July 9, 2016",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Five Stars,5.0,I like the product it is pricey though.,"July 9, 2016",Verified Purchase,0
